,src_ip,src_port,dest_ip,dest_port,proto,start_time,flow_alerted
9330,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284097,True
9506,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284107,True
9682,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284107,True
9858,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284108,True
10034,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284118,True
10210,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284118,True
10386,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284119,True
10562,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284129,True
10738,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284129,True
10914,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284130,True
11090,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284140,True
11266,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284140,True
11442,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284141,True
11618,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284151,True
11794,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284151,True
11970,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284152,True
12146,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284162,True
12322,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284162,True
12498,192.168.100.7,138,192.168.100.255,138,udp,1529284104,False
12499,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284163,True
12675,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284173,True
12851,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284173,True
13027,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284174,True
13203,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284184,True
13379,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284184,True
13555,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284185,True
13731,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284195,True
13907,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284195,True
14083,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284196,True
14259,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284206,True
14435,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284206,True
14611,192.168.100.150,36682,192.168.100.3,22,tcp,1529284204,False
14612,192.168.100.150,36706,192.168.100.3,22,tcp,1529284204,False
14613,192.168.100.150,36710,192.168.100.3,22,tcp,1529284204,False
14614,192.168.100.150,36714,192.168.100.3,22,tcp,1529284204,False
14615,192.168.100.150,36724,192.168.100.3,22,tcp,1529284207,False
14616,192.168.100.150,36736,192.168.100.3,22,tcp,1529284207,False
14617,192.168.100.150,36738,192.168.100.3,22,tcp,1529284207,False
14618,192.168.100.150,36740,192.168.100.3,22,tcp,1529284207,False
14619,192.168.100.150,36744,192.168.100.3,22,tcp,1529284207,False
14620,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284207,True
14796,192.168.100.150,36748,192.168.100.3,22,tcp,1529284207,False
14797,192.168.100.150,36752,192.168.100.3,22,tcp,1529284207,False
14798,192.168.100.150,36756,192.168.100.3,22,tcp,1529284207,False
14799,192.168.100.150,36760,192.168.100.3,22,tcp,1529284207,False
14800,192.168.100.150,36768,192.168.100.3,22,tcp,1529284207,False
14801,192.168.100.150,36696,192.168.100.3,22,tcp,1529284204,False
14802,192.168.100.150,36686,192.168.100.3,22,tcp,1529284204,False
14803,192.168.100.150,36688,192.168.100.3,22,tcp,1529284204,False
14804,192.168.100.150,36700,192.168.100.3,22,tcp,1529284204,False
14805,192.168.100.150,36698,192.168.100.3,22,tcp,1529284204,False
14806,192.168.100.150,36690,192.168.100.3,22,tcp,1529284204,False
14807,192.168.100.150,36702,192.168.100.3,22,tcp,1529284204,False
14808,192.168.100.150,36692,192.168.100.3,22,tcp,1529284204,False
14809,192.168.100.150,36694,192.168.100.3,22,tcp,1529284204,False
14810,192.168.100.150,36708,192.168.100.3,22,tcp,1529284204,False
14811,192.168.100.150,36716,192.168.100.3,22,tcp,1529284204,False
14812,192.168.100.150,36704,192.168.100.3,22,tcp,1529284204,False
14813,192.168.100.150,36684,192.168.100.3,22,tcp,1529284204,False
14814,192.168.100.150,36720,192.168.100.3,22,tcp,1529284204,False
14815,192.168.100.150,36712,192.168.100.3,22,tcp,1529284204,False
14816,192.168.100.150,36718,192.168.100.3,22,tcp,1529284204,True
14817,192.168.100.150,36774,192.168.100.3,22,tcp,1529284211,False
14818,192.168.100.150,36728,192.168.100.3,22,tcp,1529284207,False
14819,192.168.100.150,36776,192.168.100.3,22,tcp,1529284211,False
14820,192.168.100.150,36788,192.168.100.3,22,tcp,1529284211,False
14821,192.168.100.150,36746,192.168.100.3,22,tcp,1529284207,False
14822,192.168.100.150,36770,192.168.100.3,22,tcp,1529284207,False
14823,192.168.100.150,36734,192.168.100.3,22,tcp,1529284207,False
14824,192.168.100.150,36726,192.168.100.3,22,tcp,1529284207,False
14825,192.168.100.150,36764,192.168.100.3,22,tcp,1529284207,False
14826,192.168.100.150,36766,192.168.100.3,22,tcp,1529284207,False
14827,192.168.100.150,36730,192.168.100.3,22,tcp,1529284207,False
14828,192.168.100.150,36758,192.168.100.3,22,tcp,1529284207,False
14829,192.168.100.150,36722,192.168.100.3,22,tcp,1529284207,False
14830,192.168.100.150,36754,192.168.100.3,22,tcp,1529284207,False
14831,192.168.100.150,36742,192.168.100.3,22,tcp,1529284207,False
14832,192.168.100.150,36732,192.168.100.3,22,tcp,1529284207,False
14833,192.168.100.150,36750,192.168.100.3,22,tcp,1529284207,False
14834,192.168.100.150,36804,192.168.100.3,22,tcp,1529284211,False
14835,192.168.100.150,36806,192.168.100.3,22,tcp,1529284211,False
14836,192.168.100.149,40279,192.168.100.6,135,tcp,1529284212,False
14837,192.168.100.150,36772,192.168.100.3,22,tcp,1529284207,False
14838,192.168.100.150,36762,192.168.100.3,22,tcp,1529284207,False
14839,192.168.100.150,36818,192.168.100.3,22,tcp,1529284214,False
14840,192.168.100.150,36796,192.168.100.3,22,tcp,1529284211,False
14841,192.168.100.150,36792,192.168.100.3,22,tcp,1529284211,False
14842,192.168.100.150,36790,192.168.100.3,22,tcp,1529284211,False
14843,192.168.100.150,36798,192.168.100.3,22,tcp,1529284211,False
14844,192.168.100.150,36786,192.168.100.3,22,tcp,1529284211,False
14845,192.168.100.150,36800,192.168.100.3,22,tcp,1529284211,False
14846,192.168.100.150,36802,192.168.100.3,22,tcp,1529284211,False
14847,192.168.100.150,36828,192.168.100.3,22,tcp,1529284214,False
14848,192.168.100.150,36784,192.168.100.3,22,tcp,1529284211,False
14849,192.168.100.150,36780,192.168.100.3,22,tcp,1529284211,False
14850,192.168.100.150,36810,192.168.100.3,22,tcp,1529284211,False
14851,192.168.100.150,36778,192.168.100.3,22,tcp,1529284211,False
14852,192.168.100.150,36782,192.168.100.3,22,tcp,1529284211,False
14853,192.168.100.150,36808,192.168.100.3,22,tcp,1529284211,False
14854,192.168.100.150,36812,192.168.100.3,22,tcp,1529284213,False
14855,192.168.100.150,36814,192.168.100.3,22,tcp,1529284213,False
14856,192.168.100.150,36850,192.168.100.3,22,tcp,1529284215,False
14857,192.168.100.150,36794,192.168.100.3,22,tcp,1529284211,False
14858,192.168.100.150,36852,192.168.100.3,22,tcp,1529284216,False
14859,192.168.100.150,36816,192.168.100.3,22,tcp,1529284214,False
14860,192.168.100.150,36856,192.168.100.3,22,tcp,1529284216,False
14861,192.168.100.150,36824,192.168.100.3,22,tcp,1529284214,False
14862,192.168.100.150,36860,192.168.100.3,22,tcp,1529284216,False
14863,192.168.100.150,36868,192.168.100.3,22,tcp,1529284216,False
14864,192.168.100.150,36870,192.168.100.3,22,tcp,1529284216,False
14865,192.168.100.150,36840,192.168.100.3,22,tcp,1529284214,False
14866,192.168.100.150,36834,192.168.100.3,22,tcp,1529284214,False
14867,192.168.100.150,36842,192.168.100.3,22,tcp,1529284214,False
14868,192.168.100.150,36820,192.168.100.3,22,tcp,1529284214,False
14869,192.168.100.150,36822,192.168.100.3,22,tcp,1529284214,False
14870,192.168.100.150,36832,192.168.100.3,22,tcp,1529284214,False
14871,192.168.100.150,36836,192.168.100.3,22,tcp,1529284214,False
14872,192.168.100.150,36838,192.168.100.3,22,tcp,1529284214,False
14873,192.168.100.150,36830,192.168.100.3,22,tcp,1529284214,False
14874,192.168.100.150,36826,192.168.100.3,22,tcp,1529284214,False
14875,192.168.100.150,36880,192.168.100.3,22,tcp,1529284216,False
14876,192.168.100.150,36884,192.168.100.3,22,tcp,1529284216,False
14877,192.168.100.150,36886,192.168.100.3,22,tcp,1529284216,False
14878,192.168.100.150,36844,192.168.100.3,22,tcp,1529284214,False
14879,192.168.100.150,36846,192.168.100.3,22,tcp,1529284215,False
14880,192.168.100.150,36848,192.168.100.3,22,tcp,1529284215,False
14881,192.168.100.150,36854,192.168.100.3,22,tcp,1529284216,False
14882,192.168.100.150,36872,192.168.100.3,22,tcp,1529284216,False
14883,192.168.100.150,36864,192.168.100.3,22,tcp,1529284216,False
14884,192.168.100.150,36862,192.168.100.3,22,tcp,1529284216,False
14885,192.168.100.150,36858,192.168.100.3,22,tcp,1529284216,False
14886,192.168.100.150,36890,192.168.100.3,22,tcp,1529284216,False
14887,192.168.100.150,36876,192.168.100.3,22,tcp,1529284216,False
14888,192.168.100.150,36878,192.168.100.3,22,tcp,1529284216,False
14889,192.168.100.150,36874,192.168.100.3,22,tcp,1529284216,False
14890,192.168.100.150,36888,192.168.100.3,22,tcp,1529284216,False
14891,192.168.100.150,36882,192.168.100.3,22,tcp,1529284216,False
14892,192.168.100.150,36892,192.168.100.3,22,tcp,1529284216,False
14893,192.168.100.150,36894,192.168.100.3,22,tcp,1529284216,False
14894,192.168.100.150,36866,192.168.100.3,22,tcp,1529284216,False
14895,fe80::c0c0:aa20:45b9:bdd9,5353,ff02::fb,5353,udp,1529284214,False
14896,192.168.100.4,5353,224.0.0.251,5353,udp,1529284214,False
14897,192.168.100.149,33495,192.168.100.6,445,tcp,1529284212,True
14899,192.168.100.6,138,192.168.100.255,138,udp,1529284345,False
14900,192.168.100.6,52670,192.168.100.1,53,udp,1529284492,False
14901,192.168.100.6,138,192.168.100.255,138,udp,1529284582,False
14902,192.168.100.150,49421,27.124.125.251,123,udp,1529284744,False
14903,192.168.100.4,49844,91.189.94.4,123,udp,1529284744,False
14904,192.168.100.7,138,192.168.100.255,138,udp,1529284835,False
14905,192.168.100.6,138,192.168.100.255,138,udp,1529285063,False
14906,192.168.100.3,50032,192.168.100.150,4433,tcp,1529284254,True
14922,192.168.100.150,46307,192.168.100.3,22,tcp,1529284228,False
14923,192.168.100.6,49160,192.168.100.149,4444,tcp,1529284217,True
15099,192.168.100.55,8080,192.168.100.3,80,tcp,1529283903,True
15100,192.168.100.46,3456,192.168.100.5,80,udp,1529283903,False
15101,192.168.100.46,80,192.168.100.5,80,udp,1529283903,False
15102,192.168.100.46,80,192.168.100.5,80,tcp,1529283903,True
15103,192.168.100.6,80,192.168.100.3,80,tcp,1529283903,False
15104,192.168.100.3,50850,13.54.166.67,8883,tcp,1529283904,False
15105,192.168.100.7,365,192.168.100.3,565,udp,1529283903,False
15106,192.168.100.5,0,192.168.100.3,0,tcp,1529283903,True
