src_ip,src_port,dest_ip,dest_port,proto,start_time,flow_alerted_gt,flow_alerted_snort
192.168.3.131,58511,72.14.213.149,636,tcp,3,True,False
192.168.3.131,6056,72.14.213.149,2121,tcp,3,True,False
192.168.3.131,15816,72.14.213.149,6646,tcp,3,True,False
192.168.3.131,44493,72.14.213.149,80,tcp,3,True,False
192.168.3.131,27060,72.14.213.149,389,tcp,3,True,False
192.168.3.131,24139,72.14.213.149,26,tcp,3,True,False
192.168.3.131,16196,72.14.213.149,3689,tcp,3,True,False
192.168.3.131,28858,72.14.213.149,311,tcp,3,True,False
192.168.3.131,53023,72.14.213.149,32771,tcp,3,True,False
192.168.3.131,14786,72.14.213.149,1761,tcp,3,True,False
192.168.3.131,23032,72.14.213.149,1074,tcp,3,True,False
192.168.3.131,32728,72.14.213.149,9102,tcp,3,True,False
192.168.3.131,63081,72.14.213.149,7000,tcp,3,True,False
192.168.3.131,40452,72.14.213.149,1028,tcp,3,True,False
192.168.3.131,62619,72.14.213.149,8031,tcp,3,True,False
192.168.3.131,27401,72.14.213.149,1000,tcp,3,True,False
192.168.3.131,15881,72.14.213.149,254,tcp,4,True,False
192.168.3.131,54435,72.14.213.149,255,tcp,4,True,False
192.168.3.131,35448,72.14.213.149,49154,tcp,4,True,False
192.168.3.131,35712,72.14.213.149,2601,tcp,4,True,False
192.168.3.131,34323,72.14.213.149,7938,tcp,4,True,False
192.168.3.131,29725,72.14.213.149,443,tcp,4,True,False
192.168.3.131,37769,72.14.213.149,497,tcp,4,True,False
192.168.3.131,50723,72.14.213.149,6004,tcp,4,True,False
192.168.3.131,50194,72.14.213.149,143,tcp,4,True,False
192.168.3.131,29835,72.14.213.149,50000,tcp,4,True,False
192.168.3.131,53507,72.14.213.149,1044,tcp,4,True,False
192.168.3.131,50687,72.14.213.149,5050,tcp,4,True,False
192.168.3.131,11167,72.14.213.149,1058,tcp,4,True,False
192.168.3.131,41042,72.14.213.149,1720,tcp,4,True,False
192.168.3.131,44795,72.14.213.149,49155,tcp,4,True,False
192.168.3.131,3343,72.14.213.149,1755,tcp,4,True,False
192.168.3.131,31884,72.14.213.149,513,tcp,4,True,False
192.168.3.131,34849,72.14.213.149,10001,tcp,4,True,False
192.168.3.131,24610,72.14.213.149,10000,tcp,4,True,False
192.168.3.131,30011,72.14.213.149,9001,tcp,5,True,False
192.168.3.131,20368,72.14.213.149,5001,tcp,5,True,False
192.168.3.131,60104,72.14.213.149,2301,tcp,5,True,False
192.168.3.131,48764,72.14.213.149,64680,tcp,5,True,False
192.168.3.131,29705,72.14.213.149,2222,tcp,5,True,False
192.168.3.131,28951,72.14.213.149,6969,tcp,5,True,False
192.168.3.131,54297,72.14.213.149,4,tcp,5,True,False
192.168.3.131,54919,72.14.213.149,1700,tcp,5,True,False
192.168.3.131,56374,72.14.213.149,16993,tcp,5,True,False
192.168.3.131,31230,72.14.213.149,55600,tcp,5,True,False
192.168.3.131,54225,72.14.213.149,51103,tcp,5,True,False
192.168.3.131,11572,72.14.213.149,2525,tcp,5,True,False
192.168.3.131,61480,72.14.213.149,1063,tcp,5,True,False
192.168.3.131,32303,72.14.213.149,9101,tcp,5,True,False
192.168.3.131,15931,72.14.213.149,711,tcp,5,True,False
192.168.3.131,48828,72.14.213.149,8082,tcp,5,True,False
192.168.3.131,51299,72.14.213.149,9595,tcp,5,True,False
192.168.3.131,51398,72.14.213.149,32775,tcp,5,True,False
192.168.3.131,230,72.14.213.149,5500,tcp,5,True,False
192.168.3.131,65059,72.14.213.149,1311,tcp,5,True,False
192.168.3.131,44316,72.14.213.149,3283,tcp,6,True,False
192.168.3.131,32919,72.14.213.149,500,tcp,6,True,False
192.168.3.131,30234,72.14.213.149,912,tcp,6,True,False
192.168.3.131,21287,72.14.213.149,1057,tcp,6,True,False
192.168.3.131,18923,72.14.213.149,52869,tcp,6,True,False
192.168.3.131,818,72.14.213.149,33354,tcp,6,True,False
192.168.3.131,33657,72.14.213.149,163,tcp,6,True,False
192.168.3.131,48307,72.14.213.149,161,tcp,6,True,True
192.168.3.131,20910,72.14.213.149,992,tcp,6,True,False
192.168.3.131,39136,72.14.213.149,5102,tcp,6,True,False
192.168.3.131,58085,72.14.213.149,8089,tcp,6,True,False
192.168.3.131,59043,72.14.213.149,8193,tcp,6,True,False
192.168.3.131,60291,72.14.213.149,13782,tcp,6,True,False
192.168.3.131,44265,72.14.213.149,2006,tcp,6,True,False
192.168.3.131,41644,72.14.213.149,9071,tcp,6,True,False
192.168.3.131,50588,72.14.213.149,1045,tcp,6,True,False
192.168.3.131,9448,72.14.213.149,1500,tcp,6,True,False
192.168.3.131,51479,72.14.213.149,512,tcp,6,True,False
192.168.3.131,2947,72.14.213.149,2004,tcp,6,True,False
192.168.3.131,65390,72.14.213.149,888,tcp,6,True,False
192.168.3.131,21946,72.14.213.149,5100,tcp,7,True,False
192.168.3.131,58517,72.14.213.149,5004,tcp,7,True,False
192.168.3.131,10168,72.14.213.149,8088,tcp,7,True,False
192.168.3.131,29836,72.14.213.149,8001,tcp,7,True,False
192.168.3.131,57122,72.14.213.149,3052,tcp,7,True,False
192.168.3.131,10230,72.14.213.149,6,tcp,7,True,False
192.168.3.131,59717,72.14.213.149,1352,tcp,7,True,False
192.168.3.131,63668,72.14.213.149,9593,tcp,7,True,False
192.168.3.131,48177,72.14.213.149,32772,tcp,7,True,False
192.168.3.131,61200,72.14.213.149,8291,tcp,7,True,False
192.168.3.131,5460,72.14.213.149,1864,tcp,7,True,False
192.168.3.131,19065,72.14.213.149,83,tcp,7,True,False
192.168.3.131,61904,72.14.213.149,15000,tcp,7,True,False
192.168.3.131,35942,72.14.213.149,27000,tcp,7,True,False
192.168.3.131,24809,72.14.213.149,563,tcp,7,True,False
192.168.3.131,35561,72.14.213.149,7200,tcp,7,True,False
192.168.3.131,38239,72.14.213.149,1072,tcp,7,True,False
192.168.3.131,36232,72.14.213.149,1503,tcp,7,True,False
192.168.3.131,39139,72.14.213.149,1083,tcp,7,True,False
192.168.3.131,17842,72.14.213.149,2500,tcp,7,True,False
192.168.3.131,63073,72.14.213.149,1111,tcp,8,True,False
192.168.3.131,52211,72.14.213.149,146,tcp,8,True,False
192.168.3.131,15588,72.14.213.149,1666,tcp,8,True,False
192.168.3.131,3090,72.14.213.149,1081,tcp,8,True,False
192.168.3.131,28215,72.14.213.149,306,tcp,8,True,False
192.168.3.131,29984,72.14.213.149,85,tcp,8,True,False
192.168.3.131,12813,72.14.213.149,1047,tcp,8,True,False
192.168.3.131,47301,72.14.213.149,1085,tcp,8,True,False
192.168.3.131,43588,72.14.213.149,1078,tcp,8,True,False
192.168.3.131,21171,72.14.213.149,65389,tcp,8,True,False
192.168.3.131,15948,72.14.213.149,3333,tcp,8,True,False
192.168.3.131,59070,72.14.213.149,264,tcp,8,True,False
192.168.3.131,52028,72.14.213.149,8084,tcp,8,True,False
192.168.3.131,8049,72.14.213.149,1218,tcp,8,True,False
192.168.3.131,1197,72.14.213.149,4662,tcp,8,True,False
192.168.3.131,60871,72.14.213.149,90,tcp,8,True,False
192.168.3.131,18262,72.14.213.149,6101,tcp,8,True,False
192.168.3.131,23382,72.14.213.149,6059,tcp,8,True,False
192.168.3.131,43352,72.14.213.149,2009,tcp,8,True,False
192.168.3.131,39980,72.14.213.149,5902,tcp,8,True,False
192.168.3.131,28465,72.14.213.149,1075,tcp,8,True,False
192.168.3.131,27502,72.14.213.149,1088,tcp,9,True,False
192.168.3.131,39429,72.14.213.149,8085,tcp,9,True,False
192.168.3.131,21366,72.14.213.149,1052,tcp,9,True,False
192.168.3.131,47532,72.14.213.149,222,tcp,9,True,False
192.168.3.131,8582,72.14.213.149,14238,tcp,9,True,False
192.168.3.131,48643,72.14.213.149,32773,tcp,9,True,False
192.168.3.131,61182,72.14.213.149,7019,tcp,9,True,False
192.168.3.131,56880,72.14.213.149,5225,tcp,9,True,False
192.168.3.131,38469,72.14.213.149,1060,tcp,9,True,False
192.168.3.131,60762,72.14.213.149,45100,tcp,9,True,False
192.168.3.131,2952,72.14.213.149,8651,tcp,9,True,False
192.168.3.131,65395,72.14.213.149,8701,tcp,9,True,False
192.168.3.131,486,72.14.213.149,4002,tcp,9,True,False
192.168.3.131,54900,72.14.213.149,32770,tcp,9,True,False
192.168.3.131,38449,72.14.213.149,52822,tcp,9,True,False
192.168.3.131,381,72.14.213.149,23502,tcp,9,True,False
192.168.3.131,60985,72.14.213.149,800,tcp,9,True,False
192.168.3.131,34074,72.14.213.149,6543,tcp,9,True,False
192.168.3.131,20664,72.14.213.149,42510,tcp,9,True,False
192.168.3.131,221,72.14.213.149,42,tcp,9,True,False
192.168.3.131,50361,72.14.213.149,3005,tcp,10,True,False
192.168.3.131,64147,72.14.213.149,2030,tcp,10,True,False
192.168.3.131,16824,72.14.213.149,1106,tcp,10,True,False
192.168.3.131,26510,72.14.213.149,9503,tcp,10,True,False
192.168.3.131,685,72.14.213.149,89,tcp,10,True,False
192.168.3.131,23303,72.14.213.149,3580,tcp,10,True,False
192.168.3.131,60277,72.14.213.149,6502,tcp,10,True,False
192.168.3.131,62505,72.14.213.149,32776,tcp,10,True,False
192.168.3.131,51871,72.14.213.149,34571,tcp,10,True,False
192.168.3.131,52682,72.14.213.149,48080,tcp,10,True,False
192.168.3.131,19129,72.14.213.149,43,tcp,10,True,False
192.168.3.131,24784,72.14.213.149,5910,tcp,10,True,False
192.168.3.131,51999,72.14.213.149,5718,tcp,10,True,False
192.168.3.131,1020,72.14.213.149,3351,tcp,10,True,False
192.168.3.131,47951,72.14.213.149,1100,tcp,10,True,False
192.168.3.131,28367,72.14.213.149,1999,tcp,10,True,False
192.168.3.131,61996,72.14.213.149,8333,tcp,10,True,False
192.168.3.131,18913,72.14.213.149,1169,tcp,10,True,False
192.168.3.131,7768,72.14.213.149,6156,tcp,10,True,False
192.168.3.131,58125,72.14.213.149,11967,tcp,10,True,False
192.168.3.131,34798,72.14.213.149,49159,tcp,10,True,False
192.168.3.131,30171,72.14.213.149,10629,tcp,11,True,False
192.168.3.131,31273,72.14.213.149,2260,tcp,11,True,False
192.168.3.131,43264,72.14.213.149,9500,tcp,11,True,False
192.168.3.131,61484,72.14.213.149,9010,tcp,11,True,False
192.168.3.131,25153,72.14.213.149,3801,tcp,11,True,False
192.168.3.131,59328,72.14.213.149,8086,tcp,11,True,False
192.168.3.131,8621,72.14.213.149,13722,tcp,11,True,False
192.168.3.131,42167,72.14.213.149,50003,tcp,11,True,False
192.168.3.131,8871,72.14.213.149,9900,tcp,11,True,False
192.168.3.131,36145,72.14.213.149,20221,tcp,11,True,False
192.168.3.131,6810,72.14.213.149,32782,tcp,11,True,False
192.168.3.131,4806,72.14.213.149,10626,tcp,11,True,False
192.168.3.131,20243,72.14.213.149,6123,tcp,11,True,False
192.168.3.131,36116,72.14.213.149,31038,tcp,11,True,False
192.168.3.131,43196,72.14.213.149,50800,tcp,11,True,False
192.168.3.131,39383,72.14.213.149,8181,tcp,11,True,False
192.168.3.131,42080,72.14.213.149,34573,tcp,11,True,False
192.168.3.131,63716,72.14.213.149,58080,tcp,11,True,False
192.168.3.131,61977,72.14.213.149,3372,tcp,11,True,False
192.168.3.131,46484,72.14.213.149,20000,tcp,12,True,False
192.168.3.131,40751,72.14.213.149,749,tcp,12,True,False
192.168.3.131,22692,72.14.213.149,10566,tcp,12,True,False
192.168.3.131,25581,72.14.213.149,2135,tcp,12,True,False
192.168.3.131,15056,72.14.213.149,21571,tcp,12,True,False
192.168.3.131,12173,72.14.213.149,8402,tcp,12,True,False
192.168.3.131,48841,72.14.213.149,63331,tcp,12,True,False
192.168.3.131,55008,72.14.213.149,5414,tcp,12,True,False
192.168.3.131,6603,72.14.213.149,5960,tcp,12,True,False
192.168.3.131,36322,72.14.213.149,3300,tcp,12,True,False
192.168.3.131,8068,72.14.213.149,6901,tcp,12,True,False
192.168.3.131,32283,72.14.213.149,1094,tcp,12,True,False
192.168.3.131,36501,72.14.213.149,5962,tcp,12,True,False
192.168.3.131,38941,72.14.213.149,1108,tcp,12,True,False
192.168.3.131,47162,72.14.213.149,898,tcp,12,True,False
192.168.3.131,57229,72.14.213.149,2399,tcp,12,True,False
192.168.3.131,11837,72.14.213.149,3404,tcp,12,True,False
192.168.3.131,43175,72.14.213.149,8994,tcp,12,True,False
192.168.3.131,59252,72.14.213.149,10002,tcp,12,True,False
192.168.3.131,59673,72.14.213.149,10617,tcp,13,True,False
192.168.3.131,16530,72.14.213.149,50002,tcp,13,True,False
192.168.3.131,53258,72.14.213.149,24800,tcp,13,True,False
192.168.3.131,56994,72.14.213.149,8649,tcp,13,True,False
192.168.3.131,63486,72.14.213.149,1310,tcp,13,True,False
192.168.3.131,51027,72.14.213.149,3071,tcp,13,True,False
192.168.3.131,54436,72.14.213.149,10024,tcp,13,True,False
192.168.3.131,26365,72.14.213.149,212,tcp,13,True,False
192.168.3.131,16547,72.14.213.149,7741,tcp,13,True,False
192.168.3.131,10508,72.14.213.149,7778,tcp,13,True,False
192.168.3.131,46575,72.14.213.149,4449,tcp,13,True,False
192.168.3.131,6704,72.14.213.149,3998,tcp,13,True,False
192.168.3.131,30016,72.14.213.149,6003,tcp,13,True,False
192.168.3.131,29493,72.14.213.149,1718,tcp,13,True,False
192.168.3.131,26209,72.14.213.149,5825,tcp,13,True,False
192.168.3.131,4122,72.14.213.149,5925,tcp,13,True,False
192.168.3.131,39776,72.14.213.149,3017,tcp,13,True,False
192.168.3.131,32588,72.14.213.149,15660,tcp,13,True,False
192.168.3.131,2156,72.14.213.149,3766,tcp,13,True,False
192.168.3.131,59567,72.14.213.149,17988,tcp,14,True,False
192.168.3.131,19451,72.14.213.149,9290,tcp,14,True,False
192.168.3.131,27278,72.14.213.149,30000,tcp,14,True,False
192.168.3.131,20624,72.14.213.149,6580,tcp,14,True,False
192.168.3.131,63070,72.14.213.149,4126,tcp,14,True,False
192.168.3.131,62094,72.14.213.149,9080,tcp,14,True,False
192.168.3.131,50720,72.14.213.149,1840,tcp,14,True,False
192.168.3.131,30157,72.14.213.149,19801,tcp,14,True,False
192.168.3.131,53017,72.14.213.149,5222,tcp,14,True,False
192.168.3.131,1584,72.14.213.149,5405,tcp,14,True,False
192.168.3.131,7949,72.14.213.149,3323,tcp,14,True,False
192.168.3.131,11189,72.14.213.149,5988,tcp,14,True,False
192.168.3.131,59728,72.14.213.149,2100,tcp,14,True,False
192.168.3.131,16774,72.14.213.149,14000,tcp,14,True,False
192.168.3.131,20740,72.14.213.149,2811,tcp,14,True,False
192.168.3.131,12697,72.14.213.149,16016,tcp,14,True,False
192.168.3.131,47629,72.14.213.149,2607,tcp,14,True,False
192.168.3.131,54737,72.14.213.149,2160,tcp,14,True,False
192.168.3.131,6919,72.14.213.149,15002,tcp,14,True,False
192.168.3.131,6962,72.14.213.149,99,tcp,14,True,False
192.168.3.131,47226,72.14.213.149,7625,tcp,15,True,False
192.168.3.131,58056,72.14.213.149,1089,tcp,15,True,False
192.168.3.131,53345,72.14.213.149,27715,tcp,15,True,False
192.168.3.131,63682,72.14.213.149,1098,tcp,15,True,False
192.168.3.131,39923,72.14.213.149,3261,tcp,15,True,False
192.168.3.131,23133,72.14.213.149,6567,tcp,15,True,False
192.168.3.131,45847,72.14.213.149,5280,tcp,15,True,False
192.168.3.131,1032,72.14.213.149,32779,tcp,15,True,False
192.168.3.131,42203,72.14.213.149,3370,tcp,15,True,False
192.168.3.131,103,72.14.213.149,3889,tcp,15,True,False
192.168.3.131,17038,72.14.213.149,5730,tcp,15,True,False
192.168.3.131,54845,72.14.213.149,10778,tcp,15,True,False
192.168.3.131,9746,72.14.213.149,1199,tcp,15,True,False
192.168.3.131,59375,72.14.213.149,7435,tcp,15,True,False
192.168.3.131,2447,72.14.213.149,27355,tcp,15,True,False
192.168.3.131,409,72.14.213.149,5952,tcp,15,True,False
192.168.3.131,49749,72.14.213.149,3800,tcp,15,True,False
192.168.3.131,61913,72.14.213.149,5544,tcp,15,True,False
192.168.3.131,48461,72.14.213.149,5080,tcp,15,True,False
192.168.3.131,36478,72.14.213.149,5802,tcp,16,True,False
192.168.3.131,12177,72.14.213.149,1090,tcp,16,True,False
192.168.3.131,18197,72.14.213.149,8500,tcp,16,True,False
192.168.3.131,61251,72.14.213.149,2021,tcp,16,True,False
192.168.3.131,15456,72.14.213.149,27352,tcp,16,True,False
192.168.3.131,59605,72.14.213.149,9666,tcp,16,True,False
192.168.3.131,51218,72.14.213.149,1119,tcp,16,True,False
192.168.3.131,1457,72.14.213.149,3851,tcp,16,True,False
192.168.3.131,62580,72.14.213.149,49175,tcp,16,True,False
192.168.3.131,58741,72.14.213.149,3880,tcp,16,True,False
192.168.3.131,42061,72.14.213.149,6565,tcp,16,True,False
192.168.3.131,22037,72.14.213.149,1152,tcp,16,True,False
192.168.3.131,28780,72.14.213.149,6792,tcp,16,True,False
192.168.3.131,54128,72.14.213.149,3945,tcp,16,True,False
192.168.3.131,33043,72.14.213.149,1600,tcp,16,True,False
192.168.3.131,39481,72.14.213.149,49163,tcp,16,True,False
192.168.3.131,4159,72.14.213.149,1112,tcp,16,True,False
192.168.3.131,58551,72.14.213.149,3493,tcp,16,True,False
192.168.3.131,60380,72.14.213.149,2111,tcp,16,True,False
192.168.3.131,11865,72.14.213.149,2394,tcp,16,True,False
192.168.3.131,25432,72.14.213.149,4111,tcp,17,True,False
192.168.3.131,36926,72.14.213.149,3221,tcp,17,True,False
192.168.3.131,51410,72.14.213.149,7512,tcp,17,True,False
192.168.3.131,33953,72.14.213.149,19283,tcp,17,True,False
192.168.3.131,39534,72.14.213.149,5904,tcp,17,True,False
192.168.3.131,28972,72.14.213.149,3030,tcp,17,True,False
192.168.3.131,31490,72.14.213.149,9998,tcp,17,True,False
192.168.3.131,17517,72.14.213.149,5922,tcp,17,True,False
192.168.3.131,52396,72.14.213.149,1131,tcp,17,True,False
192.168.3.131,20255,72.14.213.149,3324,tcp,17,True,False
192.168.3.131,63564,72.14.213.149,7103,tcp,17,True,False
192.168.3.131,11780,72.14.213.149,5221,tcp,17,True,False
192.168.3.131,20884,72.14.213.149,1443,tcp,17,True,False
192.168.3.131,17911,72.14.213.149,4279,tcp,17,True,False
192.168.3.131,63452,72.14.213.149,6100,tcp,17,True,False
192.168.3.131,17238,72.14.213.149,2034,tcp,17,True,False
192.168.3.131,39000,72.14.213.149,2323,tcp,17,True,False
192.168.3.131,60869,72.14.213.149,61532,tcp,17,True,False
192.168.3.131,30081,72.14.213.149,1114,tcp,17,True,False
192.168.3.131,37363,72.14.213.149,3003,tcp,17,True,False
192.168.3.131,2415,72.14.213.149,666,tcp,18,True,False
192.168.3.131,36815,72.14.213.149,4848,tcp,18,True,False
192.168.3.131,54696,72.14.213.149,3737,tcp,18,True,False
192.168.3.131,46692,72.14.213.149,50636,tcp,18,True,False
192.168.3.131,52124,72.14.213.149,5862,tcp,18,True,False
192.168.3.131,15220,72.14.213.149,5054,tcp,18,True,False
192.168.3.131,24137,72.14.213.149,4550,tcp,18,True,False
192.168.3.131,6624,72.14.213.149,1580,tcp,18,True,False
192.168.3.131,44878,72.14.213.149,5815,tcp,18,True,False
192.168.3.131,61317,72.14.213.149,9111,tcp,18,True,False
192.168.3.131,40378,72.14.213.149,32780,tcp,18,True,False
192.168.3.131,29152,72.14.213.149,5033,tcp,18,True,False
192.168.3.131,43159,72.14.213.149,2126,tcp,18,True,False
192.168.3.131,20608,72.14.213.149,3814,tcp,18,True,False
192.168.3.131,621,72.14.213.149,5822,tcp,18,True,False
192.168.3.131,39970,72.14.213.149,4004,tcp,18,True,False
192.168.3.131,20470,72.14.213.149,49400,tcp,18,True,False
192.168.3.131,52035,72.14.213.149,9040,tcp,18,True,False
192.168.3.131,703,72.14.213.149,6692,tcp,18,True,False
192.168.3.131,51285,72.14.213.149,6547,tcp,18,True,False
192.168.3.131,29482,72.14.213.149,1186,tcp,19,True,False
192.168.3.131,26061,72.14.213.149,3517,tcp,19,True,False
192.168.3.131,64351,72.14.213.149,55055,tcp,19,True,False
192.168.3.131,1836,72.14.213.149,1296,tcp,19,True,False
192.168.3.131,55232,72.14.213.149,3995,tcp,19,True,False
192.168.3.131,46196,72.14.213.149,3869,tcp,19,True,False
192.168.3.131,9732,72.14.213.149,19780,tcp,19,True,False
192.168.3.131,62807,72.14.213.149,84,tcp,19,True,False
192.168.3.131,59646,72.14.213.149,1151,tcp,19,True,False
192.168.3.131,8621,72.14.213.149,5907,tcp,19,True,False
192.168.3.131,57715,72.14.213.149,555,tcp,19,True,False
192.168.3.131,20065,72.14.213.149,16012,tcp,19,True,False
192.168.3.131,12271,72.14.213.149,2522,tcp,19,True,False
192.168.3.131,15434,72.14.213.149,2725,tcp,19,True,False
192.168.3.131,58266,72.14.213.149,1271,tcp,19,True,False
192.168.3.131,53867,72.14.213.149,8180,tcp,19,True,False
192.168.3.131,38401,72.14.213.149,9091,tcp,19,True,False
192.168.3.131,40347,72.14.213.149,5560,tcp,19,True,False
192.168.3.131,24027,72.14.213.149,2040,tcp,19,True,False
192.168.3.131,1436,72.14.213.149,2191,tcp,20,True,False
192.168.3.131,58840,72.14.213.149,9943,tcp,20,True,False
192.168.3.131,48733,72.14.213.149,8090,tcp,20,True,False
192.168.3.131,12078,72.14.213.149,3914,tcp,20,True,False
192.168.3.131,10708,72.14.213.149,62078,tcp,20,True,False
192.168.3.131,7908,72.14.213.149,720,tcp,20,True,False
192.168.3.131,54230,72.14.213.149,27356,tcp,20,True,False
192.168.3.131,56358,72.14.213.149,1974,tcp,20,True,False
192.168.3.131,26267,72.14.213.149,8383,tcp,20,True,False
192.168.3.131,49633,72.14.213.149,3007,tcp,20,True,False
192.168.3.131,38420,72.14.213.149,1233,tcp,20,True,False
192.168.3.131,18177,72.14.213.149,1149,tcp,20,True,False
192.168.3.131,23907,72.14.213.149,2366,tcp,20,True,False
192.168.3.131,22184,72.14.213.149,8200,tcp,20,True,False
192.168.3.131,51724,72.14.213.149,1130,tcp,20,True,False
192.168.3.131,23392,72.14.213.149,1721,tcp,20,True,False
192.168.3.131,51073,72.14.213.149,2042,tcp,20,True,False
192.168.3.131,35919,72.14.213.149,1113,tcp,20,True,False
192.168.3.131,15028,72.14.213.149,417,tcp,20,True,False
192.168.3.131,40216,72.14.213.149,1417,tcp,20,True,False
192.168.3.131,5634,72.14.213.149,1583,tcp,21,True,False
192.168.3.131,7056,72.14.213.149,25735,tcp,21,True,False
192.168.3.131,23529,72.14.213.149,17877,tcp,21,True,False
192.168.3.131,1683,72.14.213.149,1145,tcp,21,True,False
192.168.3.131,13019,72.14.213.149,481,tcp,21,True,False
192.168.3.131,28302,72.14.213.149,2046,tcp,21,True,False
192.168.3.131,7258,72.14.213.149,49176,tcp,21,True,False
192.168.3.131,34542,72.14.213.149,9418,tcp,21,True,False
192.168.3.131,35652,72.14.213.149,7920,tcp,21,True,False
192.168.3.131,64320,72.14.213.149,1174,tcp,21,True,False
192.168.3.131,8385,72.14.213.149,32783,tcp,21,True,False
192.168.3.131,10389,72.14.213.149,4224,tcp,21,True,False
192.168.3.131,21506,72.14.213.149,2920,tcp,21,True,False
192.168.3.131,59852,72.14.213.149,7999,tcp,21,True,False
192.168.3.131,4657,72.14.213.149,6346,tcp,21,True,False
192.168.3.131,24855,72.14.213.149,5998,tcp,21,True,False
192.168.3.131,5408,72.14.213.149,8042,tcp,21,True,False
192.168.3.131,36670,72.14.213.149,1641,tcp,21,True,False
192.168.3.131,32043,72.14.213.149,50500,tcp,21,True,False
192.168.3.131,13111,72.14.213.149,6009,tcp,21,True,False
192.168.3.131,52948,72.14.213.149,10009,tcp,22,True,False
192.168.3.131,7019,72.14.213.149,1971,tcp,22,True,False
192.168.3.131,21022,72.14.213.149,1875,tcp,22,True,False
