src_ip,src_port,dest_ip,dest_port,proto,start_time,timestamp_start,timestamp_end
192.168.178.2,36752,192.168.3.131,445,tcp,1970-01-01 01:00:00.098191,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.098672,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.098672,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.146289,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.242653,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.242653,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.304944,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.399270,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.399270,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.511692,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.511692,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.607679,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.607679,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.705583,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.705583,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.808378,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.808378,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:00.906682,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:00.906682,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.005668,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.005668,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.109747,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.109747,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.207549,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.207549,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.317652,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.317652,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.379682,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.470215,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.470215,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.566492,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.566492,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.655549,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.655549,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.711336,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:01.809681,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.809681,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.861353,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:01.909954,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.011305,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.011305,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.103113,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.103113,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.151062,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.243829,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.243829,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.341678,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.341678,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.440678,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.440678,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.490308,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.602980,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.649929,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.649929,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.748755,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:02.800904,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.800904,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.853532,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:02.922271,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.012192,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.060086,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.060086,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.163513,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.211097,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.211097,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.258638,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.362568,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.362568,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.406420,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.524708,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36712,192.168.3.131,445,tcp,1970-01-01 01:00:03.524708,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.620674,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36712,tcp,1970-01-01 01:00:03.669899,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36714,tcp,1970-01-01 01:00:03.767643,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:03.767643,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:03.817238,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36714,tcp,1970-01-01 01:00:03.927774,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:03.927774,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:03.956755,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36714,tcp,1970-01-01 01:00:04.053687,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:04.053687,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36714,192.168.3.131,445,tcp,1970-01-01 01:00:04.148467,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36714,tcp,1970-01-01 01:00:04.207133,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36714,tcp,1970-01-01 01:00:04.254957,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.353632,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:04.353632,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:04.405577,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:04.455655,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.550363,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:04.550363,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.703197,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.855333,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.905581,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36716,tcp,1970-01-01 01:00:04.966882,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:04.966882,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:04.991427,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:04.991427,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:05.047286,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:05.105382,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:05.193463,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:05.193463,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:05.343895,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36716,192.168.3.131,445,tcp,1970-01-01 01:00:05.474692,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:05.493972,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:05.537876,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36718,tcp,1970-01-01 01:00:05.605329,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:05.605329,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:05.631981,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:05.631981,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:05.685972,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:05.745545,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:05.845836,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:05.894856,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:05.894856,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:06.042727,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36718,192.168.3.131,445,tcp,1970-01-01 01:00:06.118361,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:06.202208,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:06.253525,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36720,tcp,1970-01-01 01:00:06.302317,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:06.302317,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.356533,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:06.356533,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:06.414471,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:06.476106,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.570875,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.625121,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:06.625121,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.777043,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36720,192.168.3.131,445,tcp,1970-01-01 01:00:06.814286,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.939047,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:06.989712,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36722,tcp,1970-01-01 01:00:07.038753,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:07.038753,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.092485,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36724,192.168.3.131,445,tcp,1970-01-01 01:00:07.092485,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36724,192.168.3.131,445,tcp,1970-01-01 01:00:07.138979,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.402526,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.450315,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36724,192.168.3.131,445,tcp,1970-01-01 01:00:07.450315,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36722,192.168.3.131,445,tcp,1970-01-01 01:00:07.546432,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.570566,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.623143,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36724,tcp,1970-01-01 01:00:07.665154,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36724,192.168.3.131,445,tcp,1970-01-01 01:00:07.665154,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:07.710789,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36726,192.168.3.131,445,tcp,1970-01-01 01:00:07.710789,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36726,192.168.3.131,445,tcp,1970-01-01 01:00:07.766211,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:08.035215,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:08.081707,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36726,192.168.3.131,445,tcp,1970-01-01 01:00:08.081707,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36724,192.168.3.131,445,tcp,1970-01-01 01:00:08.164602,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:08.192803,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:08.245389,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36726,tcp,1970-01-01 01:00:08.297770,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36726,192.168.3.131,445,tcp,1970-01-01 01:00:08.297770,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.343876,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36728,192.168.3.131,445,tcp,1970-01-01 01:00:08.343876,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36728,192.168.3.131,445,tcp,1970-01-01 01:00:08.397083,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.647062,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.697756,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36728,192.168.3.131,445,tcp,1970-01-01 01:00:08.697756,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36726,192.168.3.131,445,tcp,1970-01-01 01:00:08.790280,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.791319,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.844767,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36728,tcp,1970-01-01 01:00:08.901004,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36728,192.168.3.131,445,tcp,1970-01-01 01:00:08.901004,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,445,192.168.178.2,36730,tcp,1970-01-01 01:00:08.951897,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36730,192.168.3.131,445,tcp,1970-01-01 01:00:08.951897,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36730,192.168.3.131,445,tcp,1970-01-01 01:00:09.004797,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.178.2,36730,192.168.3.131,445,tcp,1970-01-01 01:00:09.058814,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
