,src_ip,src_port,dest_ip,dest_port,proto,start_time,flow_alerted
130,175.45.176.0,9590,149.171.126.10,6661,tcp,1421927427,True
131,175.45.176.0,36918,149.171.126.17,80,tcp,1421927427,True
132,59.166.0.4,64521,149.171.126.9,53,udp,1421927428,False
133,59.166.0.6,8569,149.171.126.2,53,udp,1421927428,False
134,59.166.0.1,13156,149.171.126.9,53,udp,1421927428,False
135,59.166.0.8,55459,149.171.126.4,59029,udp,1421927428,False
136,59.166.0.8,62105,149.171.126.4,111,udp,1421927428,False
137,59.166.0.5,22160,149.171.126.7,53,udp,1421927428,False
138,59.166.0.3,42094,149.171.126.0,53,udp,1421927428,False
139,59.166.0.7,45400,149.171.126.5,53,udp,1421927429,False
140,59.166.0.0,53052,149.171.126.9,53,udp,1421927429,False
141,59.166.0.0,32302,149.171.126.7,53,udp,1421927429,False
142,59.166.0.6,5702,149.171.126.4,53,udp,1421927429,False
143,59.166.0.4,28228,149.171.126.1,53,udp,1421927429,False
144,175.45.176.0,27804,149.171.126.16,111,tcp,1421927428,True
145,175.45.176.2,63163,149.171.126.11,8080,tcp,1421927429,True
146,175.45.176.3,23776,149.171.126.12,80,tcp,1421927430,True
147,59.166.0.0,23585,149.171.126.0,53,udp,1421927430,False
148,59.166.0.1,54819,149.171.126.4,111,udp,1421927430,False
149,59.166.0.0,34652,149.171.126.3,53,udp,1421927430,False
150,59.166.0.7,18688,149.171.126.5,53,udp,1421927430,False
151,59.166.0.8,24521,149.171.126.0,111,udp,1421927430,False
152,59.166.0.1,56339,149.171.126.4,26995,udp,1421927430,False
153,59.166.0.8,55894,149.171.126.0,31810,udp,1421927430,False
154,59.166.0.1,41574,149.171.126.3,53,udp,1421927430,False
155,59.166.0.5,13226,149.171.126.5,53,udp,1421927430,False
156,59.166.0.8,17542,149.171.126.4,53,udp,1421927430,False
157,59.166.0.4,11620,149.171.126.8,53,udp,1421927431,False
158,59.166.0.5,49954,149.171.126.8,53,udp,1421927431,False
159,59.166.0.5,44442,149.171.126.0,53,udp,1421927431,False
160,59.166.0.9,57192,149.171.126.3,111,udp,1421927431,False
161,59.166.0.1,46386,149.171.126.1,53,udp,1421927431,False
162,59.166.0.9,30978,149.171.126.0,53,udp,1421927431,False
163,59.166.0.9,50620,149.171.126.3,29594,udp,1421927431,False
164,59.166.0.2,57325,149.171.126.2,53,udp,1421927431,False
165,175.45.176.2,45388,149.171.126.18,80,tcp,1421927431,True
166,59.166.0.7,16524,149.171.126.3,53,udp,1421927432,False
167,59.166.0.3,20954,149.171.126.9,15964,udp,1421927432,False
168,59.166.0.5,26325,149.171.126.9,53,udp,1421927432,False
169,59.166.0.0,51670,149.171.126.7,53,udp,1421927432,False
170,59.166.0.1,59760,149.171.126.0,53,udp,1421927432,False
171,59.166.0.4,57620,149.171.126.2,53,udp,1421927432,False
172,59.166.0.6,12731,149.171.126.0,53,udp,1421927432,False
173,59.166.0.3,63421,149.171.126.9,111,udp,1421927432,False
174,59.166.0.4,50226,149.171.126.6,53,udp,1421927433,False
175,59.166.0.5,3929,149.171.126.0,53,udp,1421927433,False
176,59.166.0.0,53212,149.171.126.1,53,udp,1421927433,False
177,59.166.0.9,13190,149.171.126.6,53,udp,1421927433,False
178,59.166.0.2,45773,149.171.126.4,53,udp,1421927433,False
179,59.166.0.4,54178,149.171.126.2,53,udp,1421927433,False
180,175.45.176.0,30003,149.171.126.14,143,tcp,1421927432,True
181,59.166.0.2,20117,149.171.126.1,111,udp,1421927434,False
182,59.166.0.0,31547,149.171.126.2,53,udp,1421927434,False
183,59.166.0.2,59553,149.171.126.1,37382,udp,1421927434,False
184,59.166.0.2,56626,149.171.126.7,53,udp,1421927434,False
185,59.166.0.7,16464,149.171.126.2,53,udp,1421927434,False
186,59.166.0.3,59680,149.171.126.3,53,udp,1421927434,False
187,59.166.0.3,59680,149.171.126.3,53,udp,1421927434,False
188,59.166.0.2,17916,149.171.126.5,53,udp,1421927434,False
189,59.166.0.5,23282,149.171.126.9,53,udp,1421927434,False
190,175.45.176.1,47096,149.171.126.16,111,tcp,1421927433,True
191,59.166.0.7,12090,149.171.126.3,53,udp,1421927435,False
192,59.166.0.3,1371,149.171.126.5,53,udp,1421927435,False
193,59.166.0.7,5470,149.171.126.9,53,udp,1421927435,False
194,59.166.0.4,18442,149.171.126.0,53,udp,1421927435,False
195,59.166.0.3,34198,149.171.126.6,53,udp,1421927435,False
196,59.166.0.7,17961,149.171.126.2,53,udp,1421927435,False
197,175.45.176.3,9002,149.171.126.19,111,tcp,1421927434,True
198,175.45.176.1,12940,149.171.126.16,80,tcp,1421927435,True
199,59.166.0.2,49540,149.171.126.7,53,udp,1421927436,False
200,59.166.0.6,28229,149.171.126.3,53,udp,1421927436,False
201,59.166.0.8,58414,149.171.126.9,53,udp,1421927436,False
202,59.166.0.2,62538,149.171.126.9,53,udp,1421927436,False
203,175.45.176.3,26334,149.171.126.16,80,tcp,1421927436,True
204,59.166.0.1,10364,149.171.126.1,6601,udp,1421927437,False
205,59.166.0.0,21048,149.171.126.7,53,udp,1421927437,False
206,59.166.0.1,8985,149.171.126.1,111,udp,1421927437,False
207,59.166.0.2,63409,149.171.126.2,53,udp,1421927437,False
208,59.166.0.0,6686,149.171.126.4,53,udp,1421927437,False
209,59.166.0.8,40814,149.171.126.9,53,udp,1421927437,False
210,59.166.0.8,64882,149.171.126.2,53,udp,1421927437,False
211,59.166.0.0,22344,149.171.126.2,53,udp,1421927438,False
212,59.166.0.1,48289,149.171.126.2,20438,udp,1421927438,False
213,59.166.0.5,42591,149.171.126.3,53,udp,1421927438,False
214,59.166.0.1,46904,149.171.126.2,111,udp,1421927438,False
215,59.166.0.7,61379,149.171.126.4,53,udp,1421927438,False
216,59.166.0.1,50629,149.171.126.7,53,udp,1421927438,False
217,59.166.0.9,54957,149.171.126.3,53,udp,1421927438,False
218,175.45.176.3,31149,149.171.126.11,80,tcp,1421927438,True
219,59.166.0.0,14789,149.171.126.1,53,udp,1421927439,False
220,59.166.0.1,62377,149.171.126.4,53,udp,1421927439,False
221,192.168.241.243,259,192.168.241.243,49320,icmp,1421927381,False
222,192.168.241.243,49320,192.168.241.243,,icmp,1421927381,False
223,59.166.0.6,38993,149.171.126.0,53,udp,1421927439,False
224,59.166.0.9,59720,149.171.126.8,53,udp,1421927439,False
225,59.166.0.4,21489,149.171.126.7,53,udp,1421927439,False
226,59.166.0.8,45682,149.171.126.0,53,udp,1421927439,False
227,59.166.0.8,32958,149.171.126.8,53,udp,1421927440,False
228,59.166.0.8,55879,149.171.126.3,53,udp,1421927440,False
229,59.166.0.0,43096,149.171.126.3,53,udp,1421927440,False
230,59.166.0.2,31439,149.171.126.1,53,udp,1421927440,False
231,59.166.0.3,45426,149.171.126.0,53,udp,1421927440,False
232,59.166.0.9,28993,149.171.126.3,53,udp,1421927440,False
233,59.166.0.9,39265,149.171.126.1,53,udp,1421927440,False
234,175.45.176.1,24289,149.171.126.19,25,tcp,1421927439,True
235,59.166.0.7,20460,149.171.126.3,53,udp,1421927441,False
236,59.166.0.2,35794,149.171.126.1,53,udp,1421927441,False
237,59.166.0.0,56172,149.171.126.0,53,udp,1421927441,False
238,59.166.0.8,56030,149.171.126.5,53,udp,1421927441,False
239,59.166.0.1,17200,149.171.126.1,53,udp,1421927441,False
240,59.166.0.8,58755,149.171.126.7,53,udp,1421927441,False
241,175.45.176.0,43666,149.171.126.19,25,tcp,1421927440,True
242,175.45.176.3,55249,149.171.126.10,5060,udp,1421927441,True
243,59.166.0.7,51641,149.171.126.6,53,udp,1421927442,False
244,59.166.0.9,31843,149.171.126.6,53,udp,1421927442,False
245,59.166.0.4,4012,149.171.126.2,53,udp,1421927442,False
246,175.45.176.0,36159,149.171.126.14,111,udp,1421927442,True
247,59.166.0.1,18694,149.171.126.0,80,tcp,1421927441,False
248,59.166.0.8,29249,149.171.126.6,80,tcp,1421927441,False
249,59.166.0.6,10963,149.171.126.4,80,tcp,1421927439,False
250,59.166.0.9,23654,149.171.126.6,80,tcp,1421927439,False
251,59.166.0.0,61696,149.171.126.8,80,tcp,1421927437,False
252,59.166.0.3,37739,149.171.126.7,80,tcp,1421927435,False
253,59.166.0.1,11725,149.171.126.5,6881,tcp,1421927443,False
254,59.166.0.3,56661,149.171.126.5,53,udp,1421927443,False
255,59.166.0.4,49403,149.171.126.6,6881,tcp,1421927443,False
256,59.166.0.7,3326,149.171.126.5,6881,tcp,1421927443,False
257,59.166.0.9,26669,149.171.126.0,6881,tcp,1421927443,False
258,59.166.0.0,47184,149.171.126.1,80,tcp,1421927429,False
259,59.166.0.2,24697,149.171.126.7,80,tcp,1421927419,False
260,59.166.0.2,20446,149.171.126.8,80,tcp,1421927415,False
261,59.166.0.6,50089,149.171.126.9,80,tcp,1421927414,False
262,59.166.0.0,6885,149.171.126.0,80,tcp,1421927440,False
263,59.166.0.3,9246,149.171.126.8,80,tcp,1421927440,False
264,59.166.0.8,34443,149.171.126.7,80,tcp,1421927437,False
265,59.166.0.8,62042,149.171.126.5,80,tcp,1421927436,False
266,59.166.0.1,50168,149.171.126.2,80,tcp,1421927431,False
267,59.166.0.5,43467,149.171.126.8,80,tcp,1421927433,False
268,59.166.0.0,31813,149.171.126.2,80,tcp,1421927432,False
269,59.166.0.1,10862,149.171.126.5,6881,tcp,1421927443,False
270,59.166.0.1,7401,149.171.126.5,6881,tcp,1421927443,False
271,59.166.0.3,55084,149.171.126.0,53,udp,1421927443,False
272,59.166.0.4,48190,149.171.126.6,6881,tcp,1421927443,False
273,59.166.0.5,23099,149.171.126.9,62846,udp,1421927443,False
274,59.166.0.2,21003,149.171.126.9,80,tcp,1421927421,False
275,59.166.0.7,50602,149.171.126.0,80,tcp,1421927421,False
276,59.166.0.8,64516,149.171.126.2,80,tcp,1421927423,False
277,59.166.0.1,34663,149.171.126.5,80,tcp,1421927422,False
278,59.166.0.2,58325,149.171.126.0,80,tcp,1421927416,False
279,59.166.0.7,8200,149.171.126.4,80,tcp,1421927417,False
280,59.166.0.2,10056,149.171.126.0,6881,tcp,1421927443,False
281,59.166.0.7,60165,149.171.126.6,80,tcp,1421927441,False
282,59.166.0.4,32481,149.171.126.5,80,tcp,1421927433,False
283,59.166.0.9,34127,149.171.126.1,80,tcp,1421927433,False
284,59.166.0.4,22269,149.171.126.9,80,tcp,1421927426,False
285,59.166.0.3,10741,149.171.126.8,80,tcp,1421927417,False
286,59.166.0.6,50778,149.171.126.0,80,tcp,1421927421,False
287,59.166.0.2,1643,149.171.126.5,80,tcp,1421927420,False
288,59.166.0.0,63485,149.171.126.6,53,udp,1421927443,False
289,59.166.0.4,52969,149.171.126.6,6881,tcp,1421927443,False
290,59.166.0.5,21523,149.171.126.9,111,udp,1421927443,False
291,59.166.0.7,31613,149.171.126.5,80,tcp,1421927442,False
292,59.166.0.8,2032,149.171.126.6,80,tcp,1421927440,False
293,59.166.0.5,21542,149.171.126.4,80,tcp,1421927426,False
294,59.166.0.2,49150,149.171.126.7,80,tcp,1421927436,False
295,59.166.0.3,45797,149.171.126.3,80,tcp,1421927428,False
296,59.166.0.5,10230,149.171.126.0,80,tcp,1421927431,False
297,59.166.0.9,54017,149.171.126.1,80,tcp,1421927431,False
298,59.166.0.6,14412,149.171.126.5,80,tcp,1421927432,False
299,59.166.0.0,2639,149.171.126.0,80,tcp,1421927429,False
300,59.166.0.2,10056,149.171.126.0,6881,tcp,1421927443,False
301,59.166.0.4,22336,149.171.126.6,80,tcp,1421927443,False
302,59.166.0.7,46481,149.171.126.5,6881,tcp,1421927443,False
303,59.166.0.7,47707,149.171.126.5,6881,tcp,1421927443,False
304,59.166.0.9,27651,149.171.126.0,6881,tcp,1421927443,False
305,59.166.0.9,57194,149.171.126.0,6881,tcp,1421927443,False
306,59.166.0.3,14306,149.171.126.7,80,tcp,1421927420,False
307,59.166.0.2,30266,149.171.126.3,80,tcp,1421927418,False
308,59.166.0.3,58220,149.171.126.4,80,tcp,1421927418,False
309,59.166.0.5,6645,149.171.126.2,80,tcp,1421927414,False
310,59.166.0.3,6051,149.171.126.8,80,tcp,1421927416,False
311,59.166.0.8,24415,149.171.126.1,80,tcp,1421927441,False
312,59.166.0.0,47744,149.171.126.8,80,tcp,1421927434,False
313,59.166.0.7,64065,149.171.126.3,80,tcp,1421927432,False
314,59.166.0.5,34360,149.171.126.9,80,tcp,1421927430,False
315,59.166.0.3,48463,149.171.126.4,80,tcp,1421927427,False
316,59.166.0.1,45041,149.171.126.5,6881,tcp,1421927443,False
317,59.166.0.9,60630,149.171.126.0,6881,tcp,1421927443,False
318,59.166.0.1,26232,149.171.126.4,80,tcp,1421927419,False
319,59.166.0.1,50815,149.171.126.0,80,tcp,1421927416,False
320,59.166.0.0,3231,149.171.126.5,80,tcp,1421927414,False
321,59.166.0.0,57998,149.171.126.2,80,tcp,1421927441,False
322,59.166.0.5,39375,149.171.126.6,80,tcp,1421927438,False
323,59.166.0.0,17707,149.171.126.3,25740,tcp,1421927443,False
324,59.166.0.1,39705,149.171.126.5,6881,tcp,1421927443,False
325,59.166.0.2,8172,149.171.126.0,6881,tcp,1421927443,False
326,59.166.0.4,46461,149.171.126.6,6881,tcp,1421927443,False
327,59.166.0.7,32578,149.171.126.5,6881,tcp,1421927443,False
328,59.166.0.7,35600,149.171.126.3,53,udp,1421927443,False
329,59.166.0.4,1822,149.171.126.0,80,tcp,1421927424,False
330,59.166.0.3,21777,149.171.126.2,80,tcp,1421927423,False
331,59.166.0.3,35730,149.171.126.8,80,tcp,1421927422,False
332,59.166.0.7,16315,149.171.126.3,80,tcp,1421927422,False
333,59.166.0.0,11654,149.171.126.5,80,tcp,1421927417,False
334,59.166.0.4,40460,149.171.126.1,80,tcp,1421927417,False
335,59.166.0.1,42173,149.171.126.5,80,tcp,1421927415,False
336,59.166.0.7,14584,149.171.126.3,80,tcp,1421927415,False
337,59.166.0.1,50815,149.171.126.0,80,tcp,1421927416,False
338,59.166.0.2,38617,149.171.126.0,6881,tcp,1421927443,False
339,59.166.0.2,42115,149.171.126.0,6881,tcp,1421927443,False
340,59.166.0.3,14387,149.171.126.7,25740,tcp,1421927443,False
341,59.166.0.4,20704,149.171.126.4,53,udp,1421927443,False
342,59.166.0.9,30773,149.171.126.7,80,tcp,1421927440,False
343,59.166.0.2,20120,149.171.126.2,80,tcp,1421927436,False
344,59.166.0.6,29826,149.171.126.6,80,tcp,1421927436,False
345,59.166.0.1,59390,149.171.126.6,80,tcp,1421927432,False
346,59.166.0.4,29776,149.171.126.9,80,tcp,1421927429,False
347,59.166.0.6,62669,149.171.126.2,80,tcp,1421927423,False
348,59.166.0.8,18211,149.171.126.8,80,tcp,1421927423,False
349,59.166.0.7,4567,149.171.126.4,80,tcp,1421927416,False
350,59.166.0.2,9078,149.171.126.0,6881,tcp,1421927443,False
351,59.166.0.3,30565,149.171.126.0,80,tcp,1421927443,False
352,59.166.0.3,62293,149.171.126.1,25740,tcp,1421927443,False
353,59.166.0.4,43082,149.171.126.6,6881,tcp,1421927443,False
354,59.166.0.7,4156,149.171.126.5,6881,tcp,1421927443,False
355,59.166.0.9,58291,149.171.126.0,6881,tcp,1421927443,False
356,59.166.0.9,11424,149.171.126.0,80,tcp,1421927440,False
357,59.166.0.6,10412,149.171.126.8,80,tcp,1421927428,False
358,59.166.0.0,52076,149.171.126.2,80,tcp,1421927427,False
359,59.166.0.3,27391,149.171.126.5,80,tcp,1421927427,False
360,59.166.0.5,15794,149.171.126.6,80,tcp,1421927419,False
361,59.166.0.6,27412,149.171.126.9,80,tcp,1421927419,False
362,59.166.0.1,1736,149.171.126.2,80,tcp,1421927418,False
363,59.166.0.8,38983,149.171.126.0,80,tcp,1421927418,False
364,59.166.0.4,43054,149.171.126.7,80,tcp,1421927415,False
365,175.45.176.1,13377,149.171.126.12,80,tcp,1421927443,True
366,59.166.0.6,45559,149.171.126.2,80,tcp,1421927429,False
367,59.166.0.0,12709,149.171.126.2,6881,tcp,1421927443,False
368,59.166.0.0,48236,149.171.126.0,6881,tcp,1421927443,False
369,59.166.0.2,2774,149.171.126.1,6881,tcp,1421927443,False
370,59.166.0.2,50678,149.171.126.8,6881,tcp,1421927443,False
371,59.166.0.4,9677,149.171.126.9,6881,tcp,1421927443,False
372,59.166.0.6,45783,149.171.126.7,6881,tcp,1421927443,False
373,59.166.0.7,10669,149.171.126.8,6881,tcp,1421927443,False
374,59.166.0.9,33601,149.171.126.6,80,tcp,1421927442,False
375,59.166.0.5,60805,149.171.126.8,80,tcp,1421927434,False
376,59.166.0.0,35472,149.171.126.2,6881,tcp,1421927444,False
377,59.166.0.3,65294,149.171.126.2,6881,tcp,1421927444,False
378,59.166.0.5,56830,149.171.126.5,6881,tcp,1421927444,False
379,59.166.0.7,55311,149.171.126.9,6881,tcp,1421927444,False
380,59.166.0.1,34963,149.171.126.2,80,tcp,1421927430,False
381,59.166.0.8,63383,149.171.126.9,80,tcp,1421927430,False
382,59.166.0.5,25317,149.171.126.2,80,tcp,1421927428,False
383,59.166.0.3,46973,149.171.126.0,80,tcp,1421927435,False
384,59.166.0.0,45143,149.171.126.0,6881,tcp,1421927443,False
385,59.166.0.2,52453,149.171.126.8,6881,tcp,1421927443,False
386,59.166.0.3,26220,149.171.126.9,6881,tcp,1421927443,False
387,59.166.0.3,62373,149.171.126.9,6881,tcp,1421927443,False
388,59.166.0.6,34167,149.171.126.2,6881,tcp,1421927443,False
389,59.166.0.7,59087,149.171.126.6,6881,tcp,1421927443,False
390,59.166.0.8,47400,149.171.126.4,6881,tcp,1421927443,False
391,59.166.0.0,13050,149.171.126.2,6881,tcp,1421927444,False
392,59.166.0.0,41874,149.171.126.2,6881,tcp,1421927444,False
393,59.166.0.3,20214,149.171.126.6,6881,tcp,1421927444,False
394,59.166.0.3,58082,149.171.126.3,6881,tcp,1421927444,False
395,59.166.0.3,64427,149.171.126.6,6881,tcp,1421927444,False
396,59.166.0.7,7660,149.171.126.8,6881,tcp,1421927443,False
397,59.166.0.0,9160,149.171.126.0,6881,tcp,1421927443,False
398,59.166.0.1,44140,149.171.126.5,6881,tcp,1421927443,False
399,59.166.0.2,48005,149.171.126.8,6881,tcp,1421927443,False
400,59.166.0.2,48601,149.171.126.1,6881,tcp,1421927443,False
401,59.166.0.2,7189,149.171.126.0,6881,tcp,1421927443,False
402,59.166.0.3,58593,149.171.126.9,6881,tcp,1421927443,False
403,59.166.0.7,53027,149.171.126.5,6881,tcp,1421927443,False
404,59.166.0.8,53699,149.171.126.4,6881,tcp,1421927443,False
405,59.166.0.9,12447,149.171.126.5,6881,tcp,1421927443,False
406,59.166.0.2,7179,149.171.126.1,6881,tcp,1421927443,False
407,59.166.0.6,7018,149.171.126.7,6881,tcp,1421927443,False
408,59.166.0.8,33128,149.171.126.4,6881,tcp,1421927443,False
409,59.166.0.8,59250,149.171.126.5,25740,tcp,1421927443,False
410,59.166.0.9,25725,149.171.126.0,6881,tcp,1421927443,False
411,59.166.0.7,64299,149.171.126.7,80,tcp,1421927434,False
412,59.166.0.0,39254,149.171.126.2,6881,tcp,1421927444,False
